,STORE_ID_DUMMY,PRODUCT_ID_DUMMY,SPACE_VALUE,STORE_SPACE_TO_OPTIMISE,KPI_1,KPI_2,opt_priority,SPECIAL_ZONE_TAG,STORE_SPACE_TO_OPTIMISE_SPECIAL_ZONE,KPI_2_thresh,SZ_flag
0,0,0,3,539,1386.615867,1400.089423,6,,,81148.10377,0
1,0,0,4,539,2292.568612,1463.379118,5,,,81148.10377,0
2,0,0,5,539,3195.374312,1529.529764,5,,,81148.10377,0
3,0,0,6,539,4094.890708,1598.670686,5,,,81148.10377,0
4,0,0,7,539,4990.969111,1670.937057,5,,,81148.10377,0
5,0,0,8,539,5883.454108,1746.47016,5,,,81148.10377,0
6,0,0,9,539,6772.183264,1825.417664,5,,,81148.10377,0
7,0,0,10,539,7656.9868,1907.933914,5,,,81148.10377,0
8,0,0,11,539,8854.626006,1998.294065,4,,,81148.10377,0
9,0,0,12,539,9932.022254,2095.297951,4,,,81148.10377,0
10,0,0,13,539,10907.83224,2198.440592,4,,,81148.10377,0
11,0,0,14,539,11796.39571,2307.477093,4,,,81148.10377,0
12,0,0,15,539,12608.95681,2422.325548,4,,,81148.10377,0
13,0,0,16,539,13354.4795,2543.011344,4,,,81148.10377,0
14,0,0,17,539,14040.20912,2669.633946,3,,,81148.10377,0
15,0,0,18,539,14672.0697,2802.346468,3,,,81148.10377,0
16,0,0,19,539,15254.95137,2941.342796,2,,,81148.10377,0
17,0,0,20,539,15792.92262,3086.849337,2,,,81148.10377,0
18,0,0,24,539,17556.26045,3739.393032,2,,,81148.10377,0
19,0,0,24,539,17556.26045,3739.393032,1,,,81148.10377,0
20,0,1,3,539,-84.76838095,2060.533909,6,,,81148.10377,0
21,0,1,4,539,558.0408041,2137.319171,5,,,81148.10377,0
22,0,1,5,539,1197.702468,2216.965816,5,,,81148.10377,0
23,0,1,6,539,1834.099319,2299.580472,5,,,81148.10377,0
24,0,1,7,539,2467.109695,2385.273742,5,,,81148.10377,0
25,0,1,8,539,3096.6074,2474.160349,5,,,81148.10377,0
26,0,1,9,539,3722.461535,2566.359293,5,,,81148.10377,0
27,0,1,10,539,4344.536323,2661.994007,5,,,81148.10377,0
28,0,1,11,539,4962.690928,2761.192523,5,,,81148.10377,0
29,0,1,12,539,5576.779265,2864.087646,5,,,81148.10377,0
30,0,1,13,539,6186.649807,2970.81713,5,,,81148.10377,0
31,0,1,14,539,6792.145377,3081.52386,5,,,81148.10377,0
32,0,1,15,539,7393.102943,3196.356047,5,,,81148.10377,0
33,0,1,16,539,7936.087951,3315.467426,4,,,81148.10377,0
34,0,1,17,539,8433.315663,3439.01746,4,,,81148.10377,0
35,0,1,18,539,8889.022612,3567.405174,4,,,81148.10377,0
36,0,1,19,539,9306.359255,3701.326944,4,,,81148.10377,0
37,0,1,20,539,9688.533612,3840.878535,4,,,81148.10377,0
38,0,1,24,539,10914.03452,4457.762896,3,,,81148.10377,0
39,0,1,28,539,11732.99777,5176.77029,3,,,81148.10377,0
40,0,1,28,539,11732.99777,5176.77029,2,,,81148.10377,0
41,0,1,28,539,11732.99777,5176.77029,1,,,81148.10377,0
42,0,2,3,539,1984.682416,17.06030344,6,,,81148.10377,0
43,0,2,4,539,2646.243222,22.74707125,5,,,81148.10377,0
44,0,2,5,539,3307.804027,28.43383907,5,,,81148.10377,0
45,0,2,6,539,3969.364832,34.12060688,5,,,81148.10377,0
46,0,2,7,539,4630.925638,39.8073747,5,,,81148.10377,0
47,0,2,8,539,5292.486443,45.49414251,5,,,81148.10377,0
48,0,2,9,539,5954.047249,51.18091032,5,,,81148.10377,0
49,0,2,10,539,6615.608054,56.86767814,5,,,81148.10377,0
50,0,2,11,539,7277.168859,62.55444595,5,,,81148.10377,0
51,0,2,12,539,7938.729665,68.24121376,4,,,81148.10377,0
52,0,2,13,539,8600.29047,73.92798158,4,,,81148.10377,0
53,0,2,14,539,9262.021755,79.45976778,4,,,81148.10377,0
54,0,2,16,539,10586.68212,89.43443238,4,,,81148.10377,0
55,0,2,17,539,11249.51691,93.96303241,3,,,81148.10377,0
56,0,2,18,539,11912.63652,98.2327101,3,,,81148.10377,0
57,0,2,20,539,13239.61166,106.1030377,3,,,81148.10377,0
58,0,2,24,539,15895.89549,119.7222799,2,,,81148.10377,0
59,0,2,24,539,15895.89549,119.7222799,1,,,81148.10377,0
60,0,3,3,539,3035.846362,14.38501058,6,,,81148.10377,0
61,0,3,4,539,4047.79515,19.18001411,5,,,81148.10377,0
62,0,3,5,539,5059.743937,23.97501764,5,,,81148.10377,0
63,0,3,6,539,6071.692724,28.77002117,5,,,81148.10377,0
64,0,3,7,539,7083.641512,33.56502469,5,,,81148.10377,0
65,0,3,8,539,8095.590299,38.36002822,5,,,81148.10377,0
66,0,3,9,539,9107.539086,43.15503175,5,,,81148.10377,0
67,0,3,10,539,10119.48787,47.95003528,5,,,81148.10377,0
68,0,3,11,539,11131.43666,52.74503881,5,,,81148.10377,0
69,0,3,12,539,11299.51853,56.81100319,4,,,81148.10377,0
70,0,3,13,539,11445.62354,60.55132784,4,,,81148.10377,0
71,0,3,14,539,11573.77145,64.01432757,4,,,81148.10377,0
72,0,3,15,539,11687.0595,67.23830319,4,,,81148.10377,0
73,0,3,16,539,11787.91251,70.25413098,4,,,81148.10377,0
74,0,3,17,539,11878.25589,73.08706572,3,,,81148.10377,0
75,0,3,18,539,11959.63778,75.75802764,3,,,81148.10377,0
76,0,3,19,539,12033.31709,78.28454088,3,,,81148.10377,0
77,0,3,20,539,12100.32798,80.68143098,3,,,81148.10377,0
78,0,3,24,539,12316.88552,89.20115543,2,,,81148.10377,0
79,0,3,24,539,12316.88552,89.20115543,1,,,81148.10377,0
80,0,4,4,539,2651.300784,6.997765881,6,,,81148.10377,0
81,0,4,5,539,3314.12598,8.747207351,5,,,81148.10377,0
82,0,4,6,539,3976.951176,10.49664882,5,,,81148.10377,0
83,0,4,7,539,4639.776372,12.24609029,5,,,81148.10377,0
84,0,4,8,539,5302.601568,13.99553176,5,,,81148.10377,0
85,0,4,9,539,5965.426763,15.74497323,5,,,81148.10377,0
86,0,4,10,539,6628.252343,17.49406576,4,,,81148.10377,0
87,0,4,11,539,7284.404015,19.15094133,4,,,81148.10377,0
88,0,4,12,539,7891.796531,20.66355023,4,,,81148.10377,0
89,0,4,13,539,8450.543482,22.05501552,4,,,81148.10377,0
90,0,4,14,539,8967.862358,23.34331116,4,,,81148.10377,0
91,0,4,15,539,9449.474708,24.54268571,4,,,81148.10377,0
92,0,4,16,539,9899.992975,25.66462568,4,,,81148.10377,0
93,0,4,17,539,10323.18984,26.71852627,4,,,81148.10377,0
94,0,4,18,539,10722.19045,27.71217018,4,,,81148.10377,0
95,0,4,18,539,10722.19045,27.71217018,3,,,81148.10377,0
96,0,4,19,539,11099.61265,28.65207669,2,,,81148.10377,0
97,0,4,20,539,11457.67115,29.54376116,2,,,81148.10377,0
98,0,4,24,539,12730.38689,32.71324563,2,,,81148.10377,0
99,0,4,24,539,12730.38689,32.71324563,1,,,81148.10377,0
100,0,5,3,539,2899.559636,5.579956074,6,,,81148.10377,0
101,0,5,4,539,3866.079514,7.439941432,5,,,81148.10377,0
102,0,5,5,539,4832.599393,9.29992679,5,,,81148.10377,0
103,0,5,6,539,5799.119272,11.15991215,5,,,81148.10377,0
104,0,5,7,539,6765.63915,13.01989751,5,,,81148.10377,0
105,0,5,8,539,7732.159029,14.87988286,5,,,81148.10377,0
106,0,5,9,539,8487.563886,16.65101237,4,,,81148.10377,0
107,0,5,10,539,9163.296558,18.2353417,4,,,81148.10377,0
108,0,5,11,539,9774.571113,19.66854191,4,,,81148.10377,0
109,0,5,12,539,10332.62106,20.97695119,4,,,81148.10377,0
110,0,5,13,539,10845.97725,22.18057106,4,,,81148.10377,0
111,0,5,14,539,11321.27084,23.29494899,4,,,81148.10377,0
112,0,5,15,539,11763.75859,24.33241003,4,,,81148.10377,0
113,0,5,15,539,11763.75859,24.33241003,3,,,81148.10377,0
114,0,5,16,539,12177.67823,25.30289002,2,,,81148.10377,0
115,0,5,17,539,12566.49598,26.21451584,2,,,81148.10377,0
116,0,5,18,539,12933.08309,27.07401952,2,,,81148.10377,0
117,0,5,18,539,12933.08309,27.07401952,1,,,81148.10377,0
118,0,6,3,539,2319.876253,6.589441401,6,,,81148.10377,0
119,0,6,4,539,3093.168338,8.785921869,5,,,81148.10377,0
120,0,6,5,539,3866.460422,10.98240234,5,,,81148.10377,0
121,0,6,6,539,4639.752507,13.1788828,5,,,81148.10377,0
122,0,6,7,539,5413.044591,15.37536327,5,,,81148.10377,0
123,0,6,8,539,6186.336676,17.57184374,5,,,81148.10377,0
124,0,6,9,539,6959.62876,19.7683242,4,,,81148.10377,0
125,0,6,10,539,7732.967449,21.92243715,4,,,81148.10377,0
126,0,6,11,539,8482.069692,23.88723246,4,,,81148.10377,0
127,0,6,12,539,9167.060955,25.68095005,4,,,81148.10377,0
128,0,6,13,539,9797.191833,27.33101027,4,,,81148.10377,0
129,0,6,14,539,10380.6019,28.85872742,4,,,81148.10377,0
130,0,6,15,539,10923.74368,30.28099806,4,,,81148.10377,0
131,0,6,15,539,10923.74368,30.28099806,3,,,81148.10377,0
132,0,6,16,539,11431.81889,31.61144339,2,,,81148.10377,0
133,0,6,17,539,11909.08218,32.86120467,2,,,81148.10377,0
134,0,6,18,539,12359.05798,34.03951095,2,,,81148.10377,0
135,0,6,18,539,12359.05798,34.03951095,1,,,81148.10377,0
136,0,7,3,539,1138.477824,47.0587961,6,,,81148.10377,0
137,0,7,4,539,1517.970432,62.74506147,5,,,81148.10377,0
138,0,7,5,539,1554.447131,78.43132684,4,,,81148.10377,0
139,0,7,6,539,1581.317236,93.91478239,4,,,81148.10377,0
140,0,7,6,539,1581.317236,93.91478239,3,,,81148.10377,0
141,0,7,6,539,1581.317236,93.91478239,2,,,81148.10377,0
142,0,7,6,539,1581.317236,93.91478239,1,,,81148.10377,0
143,0,8,2,539,4483.325021,21.54088992,6,,,81148.10377,0
144,0,8,3,539,6724.987532,32.31133488,5,,,81148.10377,0
145,0,8,4,539,8966.650042,43.08177984,5,,,81148.10377,0
146,0,8,6,539,13465.43575,50.56749765,4,,,81148.10377,0
147,0,8,6,539,13465.43575,50.56749765,3,,,81148.10377,0
